,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
774,Zariel,0,0,29,21,420,29d10 + 261,L E,fiend,devil,,L,27,24,28,26,27,30,18,16,16,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0,26,SD,50,,-1,,-1,,150,,-1,True,"[""Devil's Sight"",""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",Cha,"B, F,N,P,S",O,"[""invisible""]","[""charisma"",""constitution"",""dexterity""]",True,"[""Multiattack"",""Teleport""]",False,False,"[""blinded"",""deafened"",""poisoned""]","F,N,O,R","[""constitution"",""wisdom""]",-1,1,F,"[""dexterity"",""wisdom""]","[""frightened""]",False,"[""cold"",""fire"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX","flail, longsword",,"MLW,MW, RCH",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
775,Zariel,0,0,29,21,580,40d10 + 360,L E,fiend,devil,,L,27,24,28,26,27,30,18,16,16,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0,26,SD,50,,-1,,-1,,150,,-1,True,"[""Devil's Sight"",""Legendary Resistances"",""Magic Resistance"",""Magic Weapons"",""Regeneration""]",Cha,"B, F,N,P,S",I,"[""invisible""]","[""charisma"",""constitution"",""dexterity""]",True,"[""Multiattack"",""Teleport""]",False,False,"[""blinded"",""deafened"",""poisoned""]","F,N,P,S","[""constitution"",""wisdom""]",-1,1,F,"[""dexterity"",""wisdom""]","[""frightened""]",False,"[""cold"",""fire"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX","javelin, longsword",,"MLW,MW, RCH, RW, THW",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
776,Juiblex,0,0,26,18,350,28d12 + 168,C E,fiend,demon,,H,24,10,23,20,20,16,-1,-1,12,13,7,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,U,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances"",""Magic Resistance"",""Magic Weapons"",""Regeneration"",""Spider Climb""]",Cha,"A, N",I,"[""blinded"",""poisoned"",""stunned""]","[""constitution"",""dexterity""]",True,"[""Multiattack""]",False,False,"[""poisoned""]","A, I","[""constitution"",""dexterity""]",-1,1,F,"[""dexterity"",""strength"",""wisdom""]","[""prone"",""restrained""]",False,"[""cold"",""fire"",""lightning""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""that is nonmagical""}]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""stunned"",""unconscious""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
777,Kalaraq Quori,0,1,22,18,161,19d8 + 76,L E,aberration,,,M,12,21,18,23,24,25,13,12,13,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,13,-1,-1,-1,0,23,U,30,,-1,,-1,hover,60,,-1,True,"[""Incorporeal Movement"",""Magic Resistance""]",Cha,Y,"I,P","[""frightened"",""unconscious""]","[""wisdom""]",True,"[""Multiattack""]",False,False,"[""blinded"",""incapacitated""]","N,O,Y","[""charisma"",""intelligence"",""wisdom""]",-1,0,,,,False,"[""cold"",""necrotic"",""poison"",""psychic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""blinded"",""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, CUR",ERLW,False,"[""Quori""]",,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
778,King Hekaton,0,0,16,16,330,20d12 + 100,C G,giant,,,H,29,14,20,16,18,18,9,-1,9,10,-1,14,8,8,-1,9,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,0,19,,50,,-1,,-1,,-1,,50,True,"[""Amphibious""]",Cha,,I,,"[""constitution"",""dexterity""]",True,"[""Multiattack""]",False,False,"[""deafened""]","B, L,P,T","[""constitution"",""dexterity""]",-1,0,,,,False,"[""cold""]",,"[""lightning"",""thunder""]",,"[""Common"",""Giant""]","C,GI",,,"MW, RCH, RW",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
779,Storm Giant,0,0,16,16,230,20d12 + 100,C G,giant,,,H,29,14,20,16,18,18,9,-1,9,10,-1,14,8,8,-1,9,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,0,19,,50,,-1,,-1,,-1,,50,True,"[""Amphibious""]",Cha,,I,,"[""constitution"",""dexterity""]",True,"[""Multiattack""]",False,False,"[""deafened""]","B, L,S,T","[""constitution"",""dexterity""]",-1,0,,,,False,"[""cold""]",,"[""lightning"",""thunder""]",,"[""Common"",""Giant""]","C,GI",greatsword,"coastal, underwater","MLW,MW, RCH, RW",MM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
780,Kraken,0,0,16,16,230,20d12 + 100,C E,monstrosity,,,H,29,14,20,16,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,0,19,SD,30,,-1,,-1,,-1,,50,True,"[""Amphibious""]",Cha,,I,,,True,"[""Multiattack"",""Tentacles""]",False,False,"[""grappled"",""restrained""]","B, L,S","[""dexterity""]",-1,0,,,,False,"[""cold""]",,"[""lightning"",""thunder""]",,"[""Common""]",C,,,"MW, RCH",PSZ,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
781,Annis Hag,0,0,9,17,90,12d10 + 24,C E,fey,,,L,21,12,14,13,14,15,-1,-1,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,15,D,40,,-1,,-1,,-1,,-1,False,,Cha,,O,,,True,"[""Multiattack""]",False,False,"[""grappled""]","B, P,S",,-1,0,,,,False,"[""cold""]",,,,"[""Common"",""Giant"",""Sylvan""]","C,GI,S",,"hill, mountain",MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
782,Annis Hag,0,0,9,17,75,10d10 + 20,C E,fey,,,L,21,12,14,13,14,15,-1,-1,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,15,D,40,,-1,,-1,,-1,,-1,False,,Cha,,"CW,I,S","[""blinded"",""charmed"",""frightened"",""paralyzed"",""poisoned"",""restrained"",""stunned"",""unconscious""]",,True,"[""Multiattack""]",False,False,"[""grappled""]","B, P,S",,-1,0,A,,"[""restrained""]",False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Giant"",""Sylvan""]","C,GI,S",,"mountain, hill",MW,VGM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
783,Nintra Siotta,0,0,19,17,306,36d10 + 108,C E,fey,,,L,16,24,16,17,15,24,-1,-1,7,-1,12,8,-1,-1,7,7,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,17,U,40,,-1,,-1,hover,40,,-1,True,"[""Legendary Resistances""]",Cha,,O,,"[""dexterity""]",True,"[""Multiattack""]",False,False,"[""poisoned""]","N,P,S","[""constitution"",""dexterity""]",-1,1,"N,P","[""dexterity"",""strength""]",,False,,,,"[""charmed"",""exhaustion"",""stunned""]","[""Common"",""Elvish"",""Sylvan""]","C,E,S",,,"AOE, MW",CM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
784,Dybbuk,0,0,7,14,37,5d8 + 15,C E,fiend,demon,,M,6,19,16,16,15,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,6,4,-1,-1,-1,-1,-1,-1,0,14,SD,0,,-1,,-1,hover,40,,-1,True,"[""Incorporeal Movement"",""Magic Resistance""]",Cha,"O,Y",I,"[""frightened""]","[""intelligence"",""wisdom""]",True,,False,False,"[""frightened""]","N,O","[""wisdom""]",-1,0,,,,False,"[""acid"",""cold"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Abyssal"",""Common"",""telepathy 120 ft.""]","AB,C,TP",,"desert, urban",MW,MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
785,Fog Giant,0,0,14,16,200,16d12 + 96,N E,giant,,,H,27,10,22,12,16,16,7,-1,7,10,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,0,17,,40,,-1,,-1,,-1,,-1,True,"[""Keen Senses""]",Cha,,I,,"[""dexterity""]",True,"[""Multiattack""]",False,False,,"B, S",,-1,0,,,,False,,,,,"[""Common"",""Giant""]","C,GI",greatsword,,"MLW,MW, RCH, RW",MFF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
786,Imix,0,0,22,17,325,26d12 + 156,N E,elemental,,,H,19,24,22,15,16,23,12,-1,-1,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,B,50,,-1,,-1,,50,,-1,True,"[""Illumination"",""Legendary Resistances"",""Magic Resistance""]",Cha,F,I,,"[""dexterity""]",True,"[""Multiattack""]",False,False,"[""exhaustion""]","B, F","[""constitution""]",-1,1,"B, F","[""constitution"",""dexterity"",""strength""]","[""prone""]",False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Ignan""]","C,IG",,,"AOE, MW, RCH",PotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
787,Demon Lord Mechuiti,0,0,30,19,462,25d20 + 200,C E,fiend,demon,,G,29,19,27,18,18,22,-1,-1,12,-1,12,17,12,-1,12,12,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,12,-1,-1,0,22,U,60,,-1,,60,,-1,,-1,True,"[""Legendary Resistances"",""Magic Resistance""]",Cha,F,O,"[""paralyzed"",""stunned""]","[""constitution"",""dexterity"",""wisdom""]",True,"[""Breath Weapon"",""Frightful Presence"",""Multiattack""]",False,False,"[""frightened""]","A, F,P,S","[""constitution"",""dexterity"",""wisdom""]",-1,1,,"[""constitution"",""dexterity"",""wisdom""]",,False,,"[""cold""]","[""acid"",""fire"",""lightning"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""frightened"",""poisoned"",""stunned""]","[""Abyssal"",""Celestial"",""Common"",""Draconic"",""Primordial"",""telepathy 300 ft.""]","AB,C,CE,DR,P,TP",,"forest, planar","AOE, DIS, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
788,Sand Hag,0,0,9,17,120,16d8 + 48,C E,fey,,,M,18,15,16,16,14,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,15,SD,30,,30,,-1,,-1,,-1,True,"[""Magic Resistance"",""Mimicry""]",Cha,,O,,,True,"[""Multiattack""]",False,False,"[""blinded"",""exhaustion""]","F,S","[""constitution""]",-1,0,,,,False,,,,,"[""Common"",""Dwarvish"",""Giant"",""Gnomish""]","C,D,G,GI",,desert,"AOE, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
789,Pit Fiend,0,0,23,19,300,24d10 + 168,L E,fiend,devil,,L,26,14,24,22,18,24,-1,-1,10,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,U,30,,-1,,-1,,60,,-1,True,"[""Magic Resistance"",""Magic Weapons""]",Cha,F,I,"[""paralyzed""]","[""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,False,"[""frightened"",""poisoned""]","B, F,I,P,S","[""constitution"",""wisdom""]",-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",mace,,"MLW,MW, RCH",MM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
790,Titivilus,0,0,19,20,150,20d8 + 60,L E,fiend,devil,,M,19,22,17,24,22,26,13,-1,11,8,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,13,13,-1,-1,13,-1,-1,-1,0,16,SD,40,,-1,,-1,,60,,-1,True,"[""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",Cha,"B, P,S",O,"[""blinded"",""charmed"",""deafened"",""incapacitated"",""invisible""]","[""wisdom""]",True,"[""Multiattack"",""Teleport""]",False,False,"[""charmed"",""frightened""]","N,O","[""charisma"",""wisdom""]",-1,1,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"HPR, MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
791,Maegera the Dawn Titan,0,0,26,16,341,22d20 + 110,C E,elemental,,,G,21,22,20,10,10,19,11,-1,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,50,,-1,,-1,,-1,,-1,True,"[""Illumination"",""Magic Resistance""]",Cha,F,O,,"[""dexterity""]",True,"[""Multiattack""]",False,False,,"B, F",,-1,1,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Ignan""]",IG,,,"AOE, MW, RCH",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
792,Moloch,0,0,24,19,253,22d10 + 132,L E,fiend,devil,,L,26,19,22,21,18,23,13,-1,11,13,11,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,13,13,-1,-1,-1,-1,-1,-1,0,21,SD,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",Cha,"B, F,P,S",O,,"[""constitution"",""dexterity"",""wisdom""]",True,"[""Breath Weapon"",""Multiattack"",""Teleport""]",False,False,"[""frightened""]","F,L,O,T, Y","[""strength"",""wisdom""]",-1,1,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, MLW,MW, RCH",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
793,Chwinga Astronaut,0,0,3,15,7,3d4,N,elemental,,,T,1,20,10,14,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,7,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,B,20,,-1,,20,,-1,,20,True,"[""Unusual Nature""]",Cha,,O,,,True,,False,False,,,,-1,0,,,,False,,,,,,,,,,BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
794,Dhergoloth,0,0,10,15,119,14d8 + 56,N E,fiend,yugoloth,,M,17,10,19,7,10,9,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,"B, D",30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",Cha,,O,"[""frightened""]","[""wisdom""]",True,"[""Multiattack"",""Teleport""]",False,False,,O,"[""dexterity""]",-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""poison""]","[""poisoned""]","[""Abyssal"",""Infernal"",""telepathy 60 ft.""]","AB,I,TP",,underdark,"AOE, MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
795,Firenewt Warlock of Imix,0,0,4,10,33,6d8 + 6,N E,elemental,,,M,13,11,12,9,11,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,SD,30,,-1,,-1,,-1,,-1,True,"[""Amphibious"",""Devil's Sight""]",Cha,,O,,"[""dexterity""]",True,"[""Multiattack""]",False,False,,"F,P",,-1,0,,,,False,,,"[""fire""]",,"[""Draconic"",""Ignan""]","DR,IG",morningstar,"hill, mountain, underdark","MLW,MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
796,Witchlight Hand (Medium),0,1,0,12,9,2d8,A,humanoid,,,M,10,14,11,12,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,11,,30,,-1,,-1,,-1,,-1,True,,Cha,,O,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Common plus any one language""]","C,X",dagger,,"MLW,MW, RW, THW",WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
797,Zodar,0,0,19,20,200,16d8 + 128,N,aberration,,,M,30,10,26,12,15,18,9,6,7,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,B,30,,-1,,-1,hover,30,,-1,True,"[""Legendary Resistances"",""Unusual Nature""]",Cha,,,,,True,"[""Multiattack""]",False,False,,O,"[""constitution""]",-1,0,,,,False,,,"[""acid"",""fire"",""poison""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""petrified"",""poisoned""]","[""see Disembodied Voice below""]",,,,MW,BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
798,Doomcaller,0,0,18,16,150,20d8 + 60,C E,fiend,,,M,8,17,17,14,12,21,10,7,6,8,-1,-1,7,-1,6,6,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,10,7,-1,-1,0,16,SD,30,,-1,,-1,hover,40,,-1,True,"[""Magic Resistance""]",Cha,"F,L,N,O",O,"[""incapacitated"",""petrified"",""restrained""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",True,,False,True,,B,,-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""poison""]","[""charmed"",""poisoned""]","[""all""]",XX,,,MW,GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
