name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Zephyros,TRUE,TRUE,13,14,200,16d12 + 96,N G,giant,,,H,27,10,22,18,16,16,8,,8,11,,,,,8,8,,,,,,,,,,,,,,,,17,,40,,,,,,,,,TRUE,"[""Keen Senses""]",Cha,"C,O,Y","I,O","[""charmed"",""invisible"",""restrained""]","[""constitution"",""dexterity"",""intelligence"",""strength"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""prone""]",B,"[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Giant""]","C,GI",,,"AOE, MW, RCH, RW",SKT,FALSE,,,,,,,
Cyclops Stormcaller,FALSE,FALSE,10,18,114,12d10 + 48,,giant,,,L,16,10,18,15,8,20,11,4,5,6,2,5,6,,,,,,,,,,,,,,,,,,,9,,30,,,,,special,60,,,TRUE,,Cha,"A, B, C, L, T",I,"[""deafened"",""prone""]","[""constitution"",""dexterity"",""strength""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"C,S",,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish"",""Giant""]","C,E,GI",,mountain,MW,TDCSR,FALSE,"[""Cyclops""]",,,,,,
Bheur Hag,,,7,17,91,14d8 + 28,C E,fey,,,M,13,16,14,12,13,16,,,4,,,,,,,4,,6,,,,,,,,4,,,,4,,14,D,30,,,,,,,,,TRUE,,Cha,"B, C","CW,I,S","[""blinded"",""charmed"",""frightened"",""paralyzed"",""poisoned"",""restrained"",""stunned"",""unconscious""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,,FALSE,FALSE,"[""frightened"",""incapacitated""]","B, C","[""wisdom""]",,FALSE,,,"[""restrained""]",FALSE,,,"[""cold""]",,"[""Auran"",""Common"",""Giant""]","AU,C,GI",,arctic,MW,VGM,FALSE,,,,,TRUE,TRUE,
Candlelight Daemon,FALSE,,11,17,170,20d8 + 80,N E,fiend,,,M,16,17,18,12,14,17,,,,,,,,,6,6,,7,5,,,,7,,,,,,,,,16,SD,50,,,,,,50,,,TRUE,"[""Magic Resistance""]",Cha,,I,"[""invisible"",""restrained"",""unconscious""]",,TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,P,S",,,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Infernal""]",I,,,MW,GHLoE,FALSE,,,,,,,
Lesser Gluttony Seraph,FALSE,,7,15,114,12d10 + 48,C E,celestial,,,L,18,14,19,12,14,15,5,,5,7,,,,,5,5,,,,,,,,,,,,,,,,15,SD,30,,,,,,30,,,TRUE,"[""Magic Resistance""]",Cha,,I,,"[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled"",""restrained""]","B, P,R,S",,,FALSE,,,,FALSE,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",GHLoE,FALSE,,,,,,,
Sirene,FALSE,,3,14,63,14d8,C N,fey,,,M,12,18,11,12,10,16,,,,,,,,,,,5,6,,,,,,,,,5,,,,,10,D,30,,,,,,,,30,TRUE,"[""Amphibious"",""Magic Resistance""]",Cha,,O,"[""charmed"",""invisible""]","[""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"C,P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S","dagger, shortbow",,"MLW,MW, RW",MaBJoV,FALSE,,,,,,,
Faerie Dragon (Red),,,1,15,14,4d4 + 4,C G,dragon,,,T,3,20,13,14,12,16,,,,,,,4,,,3,,7,,,,,,,,,,,,,,13,D,10,,,,,,60,,,TRUE,"[""Magic Resistance""]",Cha,,I,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,"[""invisible""]",P,"[""wisdom""]",,FALSE,,,,FALSE,,,,,"[""Draconic"",""Sylvan""]","DR,S",,forest,MW,MM,FALSE,,,,,,TRUE,
Shadrix Silverquill,TRUE,,22,21,363,22d20 + 132,N,dragon,bard,,G,25,14,23,18,18,26,15,,11,13,9,,18,,,11,,,,,,,15,,,,15,,,,,21,B,40,,,,,,80,,,TRUE,"[""Legendary Resistances""]",Cha,,O,"[""charmed"",""incapacitated""]","[""wisdom""]",TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,"[""blinded""]","O,P,R,S,Y","[""constitution""]",,TRUE,,,,FALSE,,,"[""psychic"",""radiant""]",,"[""all""]",XX,,,"AOE, MW, RCH",SCC,FALSE,,,,,,,
Deathlock Mastermind,FALSE,,8,13,110,20d8 + 20,N E,undead,warlock,,M,11,16,12,15,12,17,6,5,,,,,5,5,,4,,,,,,,,,,,,,,,,14,SD,30,,,,,,,,,TRUE,"[""Devil's Sight"",""Turn Resistance"",""Unusual Nature""]",Cha,O,O,"[""invisible""]",,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""restrained""]",N,"[""strength""]",,FALSE,,,,FALSE,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""poisoned""]","[""the languages it knew in life""]",LF,,urban,MW,MPMM,FALSE,,,,,,,
Jarlaxle Baenre,TRUE,TRUE,15,24,123,19d8 + 38,C N,humanoid,Elf,,M,12,22,14,20,16,19,,,8,,11,,,,,8,,16,,11,,6,14,,,,,,11,,,18,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Legendary Resistances"",""Sneak Attack"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,P,,,TRUE,,,,FALSE,,,,,"[""Abyssal"",""Common"",""Draconic"",""Dwarvish"",""Elvish"",""Undercommon""]","AB,C,D,DR,E,U",+3 rapier,,"MLW,MW, RW, THW",WDH,FALSE,,,,,,,
Soluun Xibrindas,TRUE,TRUE,4,18,84,13d8 + 26,L E,humanoid,Elf,,M,13,18,14,11,13,14,,,3,4,6,,,,,3,,8,,,,,,,,,,,,,,13,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P,S",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U",scimitar,,"MLW,MW, RW",WDH,FALSE,,,,,,,
Drow House Captain,FALSE,,9,16,162,25d8 + 50,N E,humanoid,Elf,,M,14,19,15,12,14,13,,,6,6,8,,,,,6,,8,,,,,,,,,,,,,,16,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,"[""poisoned"",""unconscious""]","I,P,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, scimitar, whip",underdark,"MLW,MW, RCH, RNG, RW",MTF,FALSE,,,,,,TRUE,
Drow Shadowblade,FALSE,,11,17,150,20d8 + 60,N E,humanoid,Elf,,M,14,21,16,12,14,13,,,6,7,9,,,,,6,,9,,,,,,,,,,,,,,16,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""poisoned"",""unconscious""]","I,N,P,Y","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U",hand crossbow,underdark,"AOE, MW, RNG, RW",MTF,FALSE,,,,,TRUE,TRUE,
Drow Arachnomancer,FALSE,,13,15,162,25d8 + 50,C E,humanoid,Elf,,M,11,17,14,19,14,16,8,9,,7,,,9,,,7,,8,,,,,,,,9,,,,,,17,"B, SD",30,,,,30,,,,,TRUE,"[""Fey Ancestry"",""Spider Climb"",""Sunlight Sensitivity"",""Web Walker""]",Cha,"F,I,L,N,O,P","CL,I","[""charmed"",""frightened"",""invisible"",""paralyzed"",""restrained"",""unconscious""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""paralyzed"",""poisoned"",""restrained""]","I,P","[""constitution""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Elvish"",""Undercommon"",""can speak with spiders""]","E,U",,underdark,"MW, RW",MTF,FALSE,,,,,,TRUE,
Drow Favored Consort,FALSE,,18,18,225,30d8 + 90,N E,humanoid,Elf,,M,15,20,16,18,15,18,10,,,9,11,,,,,8,,11,,11,,8,,,,,,,,,,18,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,"C,F,I,L,O,T","CW,I","[""invisible""]","[""constitution"",""dexterity"",""strength""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""poisoned"",""unconscious""]","I,P,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, scimitar",underdark,"MLW,MW, RNG, RW",MTF,FALSE,,,,,,TRUE,
Drow Gunslinger,FALSE,FALSE,4,18,84,13d8 + 26,A,humanoid,Elf,,M,13,18,14,11,13,14,,,3,4,6,,,,,3,,8,,,,,,,,,,,,,,13,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U",shortsword,,"MLW,MW, RW",WDH,FALSE,,,,,,,
Drow Mage,,,7,15,45,10d8,N E,humanoid,Elf,,M,9,14,10,17,13,12,,,,,,,6,,,4,,5,,,,,4,,,,,,,,,14,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,"B, C,F,I,L,O,P,S","CW,I","[""invisible"",""restrained""]","[""constitution"",""dexterity""]",TRUE,,FALSE,FALSE,,"B, I",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U",,underdark,MW,MM,FALSE,,,,,,TRUE,
Drow Elite Warrior,,,5,18,71,11d8 + 22,N E,humanoid,Elf,,M,13,18,14,11,13,12,,,4,5,7,,,,,4,,10,,,,,,,,,,,,,,14,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,"[""poisoned"",""unconscious""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, shortsword",underdark,"MLW,MW, RNG, RW",MM,FALSE,,,,,TRUE,TRUE,
Drow Priestess of Lolth,,,8,16,71,13d8 + 13,N E,humanoid,Elf,,M,10,14,12,13,17,18,7,,6,4,,,,,6,6,,5,,,,,,,,,,4,,,,16,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,"F,I,P","CC,I","[""charmed"",""poisoned"",""restrained""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P,Y",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U",,underdark,MW,MM,FALSE,,,,,TRUE,TRUE,
K'thriss Drow'b,TRUE,TRUE,3,14,44,8d8 + 8,C N,humanoid,Elf,,M,8,14,12,14,11,18,7,3,3,2,3,0,4,,2,2,,,4,,,,,,,,,4,,,,12,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry""]",Cha,"N,O,P,T, Y","CL,I",,"[""constitution"",""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""Celestial"",""Common"",""Elvish"",""Undercommon; can read all writing""]","C,CE,E,U ,XX",sickle,,"MLW,MW",AI,FALSE,,,,,,,
Drow,,,4-Jan,15,13,3d8,N E,humanoid,Elf,,M,10,14,10,11,11,12,,,,,,,,,,2,,4,,,,,,,,,,,,,,12,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,I,,"[""dexterity""]",TRUE,,FALSE,FALSE,"[""poisoned"",""unconscious""]",P,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, shortsword",underdark,"MLW,MW, RNG, RW",MM,FALSE,,,,,TRUE,TRUE,
Droki,TRUE,TRUE,2,15,31,7d6 + 7,C E,humanoid,derro,,S,11,16,13,10,5,16,,,,,,,,,,,,5,,,,,,,,,,,,,,7,SD,30,,,,,,,,,TRUE,"[""Magic Resistance"",""Sneak Attack"",""Sunlight Sensitivity""]",Cha,T,I,"[""frightened""]","[""constitution"",""wisdom""]",TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,,"I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Dwarvish"",""Undercommon""]","D, U",shortsword,,"MLW,MW",OotA,FALSE,,,,,,,
Firemane Angel,FALSE,,12,18,135,18d8 + 54,C G,celestial,,,M,22,15,17,12,14,23,10,,6,,,10,,,6,6,,,,,,,,,,,,,,,,16,U,40,,,,,,120,,,TRUE,"[""Flyby"",""Magic Resistance""]",Cha,"F,R",I,,"[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,R,S",,,FALSE,,,,FALSE,"[""fire"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all""]",XX,longsword,,"MLW,MW",GGR,FALSE,,,,,,,
Archon of Boundaries,,,15,17,195,17d12 + 85,L G,celestial,,,H,23,17,20,14,18,18,,,9,10,,,,,9,9,,,,,,,,,,,,,,,,19,SD,60,,,,,,90,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",Cha,,O,,,TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,,"B, P,R","[""constitution"",""strength""]",,FALSE,,,,FALSE,"[""radiant""]",,,"[""exhaustion""]","[""understands Common and Celestial but can't speak""]","C,CE,CS",,,"MLW,MW, RCH",MCV4EC,FALSE,,,,,,,
Archon of Redemption,FALSE,,10,17,136,16d8 + 64,L N,celestial,,,L,18,18,18,17,20,20,9,,9,,,,,,9,9,,,,,,,,,,,,,,,,19,SD,30,,,,,,90,,,TRUE,"[""Magic Resistance""]",Cha,"N,R,T, Y",I,,"[""constitution"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,R,S",,,FALSE,,,,FALSE,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",PSZ,FALSE,,,,,,,
Skylla,TRUE,TRUE,2,10,39,6d8 + 12,C E,humanoid,"Human, warlock",,M,9,11,14,12,15,17,5,,4,,,,,,,,,,,,,,5,5,,3,5,,,,,12,,30,,,,,,,,,TRUE,,Cha,,O,"[""charmed"",""incapacitated"",""invisible""]","[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,TRUE,,"B, L",,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,eldritch staff,,MW,WBtW,FALSE,,,,,,,
Iymrith,TRUE,TRUE,23,22,481,26d20 + 208,L E,dragon,,,G,29,10,27,18,17,21,12,,10,15,7,,,,,17,,7,,,,,,,,,,,,,,27,"B, SD",40,,40,,,,80,,,TRUE,"[""Legendary Resistances""]",Cha,"B, C",O,,"[""dexterity""]",TRUE,"[""Breath Weapon"",""Frightful Presence"",""Multiattack"",""Shapechanger""]",FALSE,FALSE,"[""frightened"",""prone""]","B, L,P,S","[""dexterity"",""wisdom""]",,TRUE,"B, L","[""constitution"",""dexterity""]","[""blinded"",""prone"",""restrained""]",FALSE,,,"[""lightning""]",,"[""Common"",""Draconic"",""Giant"",""Terran""]","C,DR,GI,T",,,"AOE, MW, RCH",SKT,FALSE,,,,,,,
Occult Initiate,FALSE,FALSE,2,12,66,12d8 + 12,A,humanoid,sorcerer,,S M,10,14,12,14,10,16,,,,,,,6,4,,2,,,,,,,5,,,,,,,,,12,,30,,,,,,,,,FALSE,,Cha,,O,,"[""constitution"",""dexterity""]",TRUE,,FALSE,FALSE,,"O,P,Y","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common plus one other language""]","C,X",shortsword,,"AOE, MLW,MW",CRCotN,FALSE,,,,,,,
Chernomoi,FALSE,,1,14,32,5d4 + 20,N,fey,,,T,9,18,18,12,11,16,,,,,,,,,,2,,6,,6,,,,,,,,,,,,12,D,20,,,,,,20,,,FALSE,,Cha,O,O,,,TRUE,,FALSE,FALSE,"[""invisible""]","S,T","[""constitution""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Draconic"",""Sylvan""]","C,DR,S",scimitar,underdark,"AOE, MLW,MW",ToB1-2023,FALSE,,,,,,,
Witchkite,,,15,16,220,21d12 + 84,C E,dragon,warlock,,H,23,10,18,15,17,19,9,,8,,5,,7,,,8,,5,,,,,,,,,,,,,,18,SD,40,,,,,,80,,,TRUE,"[""Legendary Resistances""]",Cha,O,O,"[""paralyzed""]","[""wisdom""]",TRUE,"[""Multiattack""]",FALSE,TRUE,"[""charmed""]","F,S,Y","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,"[""fire"",""psychic""]",,,,"[""Draconic""]",DR,,,"MW, RCH",MCV4EC,FALSE,,,,,,,
Malikirian Imp,FALSE,,1,11,15,6d4,L E,fiend,,,T,7,13,10,11,12,14,4,,3,,,,,,3,,,3,,,,,4,,,,,,,,,11,SD,20,,,,,,40,,,TRUE,"[""Magic Resistance""]",Cha,,I,"[""unconscious""]","[""wisdom""]",TRUE,,FALSE,FALSE,,"I,P","[""charisma"",""constitution""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal and 2 other languages""]",I,,,"CUR, MW",GHLoE,FALSE,,,,,,,
Initiate of the Comet,FALSE,,4,12,75,10d8 + 30,A,humanoid,warlock,,M,12,14,16,11,13,17,5,,3,,,,2,,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,TRUE,"[""Magic Resistance""]",Cha,O,O,,"[""wisdom""]",TRUE,"[""Multiattack""]",FALSE,TRUE,,O,,,FALSE,,,,FALSE,,,,,"[""Common plus any one language""]","C,X",,,,BMT,FALSE,,,,,,,
Musteval Guardinal,FALSE,,2,13,38,11d6,N G,celestial,,,S,12,16,11,14,15,14,4,,,,5,,,,,6,,7,,,,,,,,,,,,,,16,,35,,,,,,,,,FALSE,,Cha,,O,"[""invisible""]",,TRUE,"[""Multiattack""]",FALSE,TRUE,,"R,S",,,FALSE,,,,FALSE,"[""radiant""]",,,"[""frightened""]","[""Celestial"",""Common""]","C,CE",,,MW,MPP,FALSE,,,,,,,
Ervan Soulfallen,TRUE,TRUE,5,15,84,13d8 + 26,C E,humanoid,Human,,M,10,15,14,11,8,17,,,,,,,3,,,,,,,,,,6,,,,,,,,,9,,30,,,,,,,,,FALSE,,Cha,O,O,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"A, O","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic""]","C,DR",,,AOE,LRDT,FALSE,,,,,,,
Kostchtchie,TRUE,TRUE,25,16,243,18d10 + 144,C E,fiend,demon,,L,30,12,27,18,22,19,,,14,16,9,,,,,14,,,,,,,,12,,,,,,14,,24,U,40,,,,,,,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",Cha,N,I,,"[""charisma"",""constitution"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, C,P",,,TRUE,,,,FALSE,"[""fire"",""lightning""]",,"[""cold"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""frightened"",""poisoned""]","[""Abyssal"",""Giant"",""telepathy 120 ft.""]","AB,GI,TP",matalotok,,"MLW,MW, RCH",BGDIA,FALSE,,,,,,,
Miirym,TRUE,TRUE,22,10,262,25d10 + 125,,undead,,,L,17,10,20,18,15,23,13,11,9,12,7,,11,11,,16,,14,,,,,,,,,,,,,,26,"B, SD",0,,,,,hover,60,,,TRUE,"[""Incorporeal Movement"",""Legendary Resistances"",""Regeneration""]",Cha,,O,,"[""charisma"",""wisdom""]",TRUE,"[""Breath Weapon"",""Frightful Presence""]",FALSE,FALSE,"[""frightened"",""paralyzed""]","C,N,O","[""constitution"",""dexterity"",""wisdom""]",,TRUE,,,,FALSE,"[""acid"",""fire"",""lightning"",""thunder""]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""poisoned"",""prone"",""restrained""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MW",CM,FALSE,,,,,,,
Farastu Demodand,FALSE,,11,17,195,26d8 + 78,N E,fiend,,,M,20,13,16,8,12,16,,,5,,5,,,,,9,,5,,,,,,,,,,,,5,,19,SD,40,,,,40,,,,,TRUE,"[""Magic Resistance"",""Spider Climb""]",Cha,,O,"[""invisible""]",,TRUE,"[""Multiattack""]",FALSE,FALSE,,"A, P,S",,,FALSE,,,,FALSE,"[""cold"",""fire""]",,"[""acid"",""poison""]","[""paralyzed"",""poisoned"",""restrained""]","[""Abyssal"",""Demodand"",""telepathy 120 ft.""]","AB,TP",,,MW,MPP,FALSE,,,,,,,
Scheznyki,FALSE,,6,16,135,18d6 + 72,C E,fey,,,S,19,15,18,15,16,16,,,,7,,7,,,,,,,,,,,,,,,,,,,,13,D,20,,,,15,,40,,,TRUE,"[""Brute"",""Magic Resistance""]",Cha,,O,"[""incapacitated"",""paralyzed"",""prone""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""invisible""]","O,P",,,FALSE,,,,FALSE,,,,"[""unconscious""]","[""Common"",""Dwarvish"",""Sylvan""]","C,D,S",war pick,"underdark, urban","MLW,MW",ToB1-2023,FALSE,,,,,,,
Deathlock,FALSE,,4,12,36,8d8,N E,undead,warlock,,M,11,15,10,14,12,16,5,4,,,,,4,4,,,,,,,,,,,,,,,,,,11,D,30,,,,,,,,,TRUE,"[""Turn Resistance"",""Unusual Nature""]",Cha,"A, C",O,"[""blinded"",""invisible""]","[""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,,N,,,FALSE,,,,FALSE,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""poisoned""]","[""the languages it knew in life""]",LF,,urban,MW,MPMM,FALSE,,,,,,,
Mirror Hag,FALSE,,6,16,147,14d8 + 84,C N,fey,,,M,15,16,22,12,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,12,D,30,,,,,,10,,,TRUE,,Cha,,O,,"[""constitution""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""incapacitated""]","N,P,S","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,"[""thunder""]",,,"[""charmed"",""frightened""]","[""Common"",""Sylvan""]","C,S",,"forest, urban","CUR, MW",ToB1-2023,FALSE,,,,,,,
Wersten Kern,TRUE,TRUE,14,18,178,21d8 + 84,L E,undead,,,M,21,10,18,13,14,16,,,7,9,,,,,,,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,TRUE,"[""Undead Fortitude"",""Unusual Nature""]",Cha,,O,,"[""dexterity""]",TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","N,P,Y","[""charisma"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""exhaustion"",""frightened"",""poisoned""]","[""Common"",""Infernal"",""Solamnic""]","C,I",,,"CUR, MLW,MW",DSotDQ,FALSE,,,,,,,
Saint Gresha,TRUE,TRUE,6,13,67,9d8 + 27,N G,undead,,,M,6,16,16,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,12,D,0,,,,,,60,,,TRUE,"[""Incorporeal Movement"",""Sunlight Sensitivity""]",Cha,"F,N,R",CS,"[""blinded"",""deafened"",""stunned""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",TRUE,,FALSE,FALSE,,"N,O","[""constitution""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""The languages it knew in life""]",LF,,,"HPR, MW",DoDk,FALSE,,,,,,,
Geryon,TRUE,,22,19,300,24d12 + 144,L E,fiend,devil,,H,29,17,22,19,16,23,13,,10,13,10,,,,,10,,,,,,,13,13,,,,,,,,20,U,30,,,,,,50,,,TRUE,"[""Legendary Resistances"",""Magic Resistance"",""Magic Weapons"",""Regeneration""]",Cha,"B, C,N,P,S,Y",I,"[""blinded"",""charmed"",""deafened"",""frightened"",""incapacitated"",""invisible"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""dexterity"",""intelligence"",""wisdom""]",TRUE,"[""Multiattack"",""Teleport""]",FALSE,FALSE,"[""frightened"",""grappled"",""poisoned"",""restrained""]","I,P,S","[""constitution"",""wisdom""]",,TRUE,C,"[""charisma"",""constitution"",""wisdom""]","[""restrained""]",FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"HPR, MW, RCH",MTF,FALSE,,,,,TRUE,TRUE,
