,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
307,307,Fraternity of Order Law Bender,0,0,15,15,137,25d8 + 25,A,humanoid,,,S M,8,15,12,19,16,14,-1,-1,7,5,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,,30,,-1,,-1,,-1,,-1,False,,Int,,O,,,True,"[""Multiattack""]",True,True,"[""incapacitated""]","O,Y","[""intelligence""]",-1,0,,,,False,,,,,"[""Common plus three more languages""]",C,,,,MPP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1
2020,2020,Lightning Hulk,0,0,15,15,102,12d10 + 36,C N,elemental,,,L,18,21,16,14,14,15,6,-1,6,7,9,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,,0,,-1,,-1,hover,90,,-1,True,"[""Illumination""]",,,,,,True,,False,False,,L,"[""dexterity""]",-1,0,,,,False,"[""cold"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""poison""]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Auran"",""Giant""]","AU,GI",,,"AOE, MW, RCH, RW",BGG,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
110,110,Shemeshka,0,0,20,17,162,25d8 + 50,N E,fiend,yugoloth,,M,20,14,14,21,16,18,9,10,8,-1,7,-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,0,18,U,30,,-1,,-1,hover,30,,-1,True,"[""Legendary Resistances"",""Magic Resistance""]",Int,"B, O,P,S,Y",O,"[""incapacitated"",""invisible""]","[""charisma"",""intelligence"",""wisdom""]",True,"[""Multiattack""]",True,True,"[""incapacitated""]","I,N,O,S","[""constitution"",""dexterity""]",-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""poison""]","[""charmed"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",MPP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
992,992,Cogwork Archivist,0,0,10,17,90,12d10 + 24,L N,construct,,,L,18,10,15,17,11,6,-1,-1,-1,-1,-1,-1,5,5,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,0,12,D,40,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",Int,,O,"[""deafened""]",,True,"[""Multiattack""]",False,False,"[""grappled""]",B,,-1,0,,,,False,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""petrified"",""poisoned""]","[""all""]",XX,,,"MW, RCH",SCC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2840,2840,Darkling Elder,0,0,8,15,27,5d8 + 5,C N,fey,,,M,13,17,12,10,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,7,-1,5,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,0,16,"B, SD",30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,"[""blinded""]","P,R","[""constitution""]",-1,0,,,,False,,,,,"[""Elvish"",""Sylvan""]","E,S",shortsword,"underdark, forest, swamp, urban","AOE, MLW,MW",VGM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1344,1344,Gremishka,0,0,3,12,10,4d4,,monstrosity,,,T,6,14,10,12,11,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,True,,"O,P","[""constitution""]",-1,0,,,,False,,,,,"[""understands Common but can't speak""]","C,CS",,,"AOE, MW",VRGR,False,,,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2751,2751,Girallon Zombie,0,1,9,11,59,7d10 + 21,C E,undead,,,L,18,12,16,3,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,30,,-1,,30,,-1,,-1,True,"[""Aggressive"",""Undead Fortitude""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,"[""poison""]","[""poisoned""]",,,,,MW,ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1256,1256,Guardian Naga,0,0,16,18,127,15d10 + 45,L G,monstrosity,,,L,19,18,16,16,19,18,8,7,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,40,,-1,,-1,,-1,,-1,True,"[""Rejuvenation""]",Wis,"F,N,R,Y",CC,,"[""charisma"",""dexterity"",""wisdom""]",True,,False,False,,"I,P","[""constitution""]",-1,0,,,,False,,,"[""poison""]","[""charmed"",""poisoned""]","[""Celestial"",""Common""]","C,CE",,"forest, desert","MW, RCH, RW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
885,885,Corruption Devil (Paeliryon),0,1,20,16,218,19d10 + 114,L E,fiend,devil,,L,21,14,22,19,15,14,-1,-1,7,11,-1,-1,9,-1,7,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,0,12,"B, SD",20,,20,,-1,hover,60,,-1,True,"[""Devil's Sight"",""Keen Senses"",""Magic Resistance""]",Int,"F,N,Y",O,"[""frightened"",""paralyzed"",""prone""]","[""dexterity"",""wisdom""]",True,"[""Multiattack""]",False,False,,"F,S",,-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned"",""stunned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MW, RCH",CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
54,54,Ember,0,0,28,20,270,20d12 + 140,C E,dragon,chromatic,,H,28,10,25,17,14,22,13,-1,9,14,7,-1,-1,-1,-1,16,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,0,26,"B, SD",40,,-1,,40,,80,,-1,True,"[""Legendary Resistances""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",True,False,"[""frightened"",""prone""]","F,P,S","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""fire""]",,"[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,,"AOE, MW, RCH",MCV2DC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
3082,3082,Su-monster,0,1,7,12,27,5d8 + 5,C E,monstrosity,,,M,14,15,12,9,13,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,13,,30,,-1,,30,,-1,,-1,False,,,,,,,True,"[""Multiattack""]",False,False,"[""stunned""]","P,S,Y","[""wisdom""]",-1,0,,,,False,,,,,,,,,MW,ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2433,2433,Umber Hulk,0,0,11,18,93,11d10 + 33,C E,monstrosity,,,L,20,13,16,9,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,"SD, T",30,,20,,-1,,-1,,-1,True,"[""Tunneler""]",,,,,,True,"[""Multiattack""]",False,False,,S,"[""charisma""]",-1,0,,,,False,,,,,"[""Umber Hulk""]",OTH,,underdark,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
2500,2500,Selang,0,0,10,15,76,9d8 + 36,C E,fey,,,M,18,15,18,12,14,19,6,-1,-1,-1,4,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,D,40,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,"[""charmed"",""frightened"",""incapacitated""]","I,P","[""wisdom""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""lightning""]",,"[""Common"",""Elvish"",""Sylvan Void Speech""]","C,E,S",dagger,"badlands, forest","MLW,MW, RW, THW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1716,1716,Leviathan,0,0,26,17,328,16d20 + 160,N,elemental,,,G,30,24,30,2,18,17,9,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,40,,-1,,-1,,-1,,120,True,"[""Legendary Resistances"",""Siege Monster""]",,,,,,True,"[""Multiattack""]",False,False,,"A, B, C","[""strength""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""poison""]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""stunned""]",,,,"coastal, underwater","MW, RCH",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
49,49,Doric,0,0,11,14,104,16d8 + 32,N G,humanoid,druid,,M,12,16,14,16,19,10,-1,6,7,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,7,0,17,D,30,,-1,,-1,,-1,,-1,False,,Wis,T,O,"[""restrained""]","[""constitution"",""dexterity"",""strength""]",True,"[""Multiattack"",""Shapechanger""]",True,True,,"B, F,S","[""dexterity""]",-1,0,,,,False,"[""fire""]",,,,"[""Common"",""Druidic"",""Elvish"",""Infernal"",""Sylvan""]","C,DU,E,I,S",sling,,"RNG, RW",HAT-TG,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1752,1752,Zargon the Returner,0,0,23,18,253,22d12 + 110,L E,aberration,,,H,22,10,20,14,18,18,10,-1,-1,-1,6,-1,-1,8,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,U,40,,-1,,-1,,-1,,80,True,"[""Legendary Resistances"",""Regeneration""]",,,,,,True,"[""Multiattack""]",False,True,"[""poisoned""]","A, I,O,P","[""charisma"",""constitution"",""dexterity""]",-1,0,,"[""constitution""]",,False,"[""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid"",""poison""]","[""exhaustion"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, MW, RCH",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
828,828,Kraghammer Goat-Knight,0,1,9,20,52,8d8 + 16,,humanoid,dwarf,,M,17,8,14,10,11,16,5,2,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,0,10,D,25,,-1,,-1,,-1,,-1,True,,Cha,R,CP,,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",False,False,,B,,-1,0,,,,False,"[""poison""]",,,"[""disease""]","[""Common"",""Dwarvish""]","C,D",warhammer,,"MLW,MW",TDCSR,False,,,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
777,777,Kalaraq Quori,0,1,25,18,161,19d8 + 76,L E,aberration,,,M,12,21,18,23,24,25,13,12,13,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,13,-1,-1,-1,0,23,U,30,,-1,,-1,hover,60,,-1,True,"[""Incorporeal Movement"",""Magic Resistance""]",Cha,Y,"I,P","[""frightened"",""unconscious""]","[""wisdom""]",True,"[""Multiattack""]",False,False,"[""blinded"",""incapacitated""]","N,O,Y","[""charisma"",""intelligence"",""wisdom""]",-1,0,,,,False,"[""cold"",""necrotic"",""poison"",""psychic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""blinded"",""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, CUR",ERLW,False,"[""Quori""]",,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2381,2381,Gladiator,0,0,11,16,112,15d8 + 45,A,humanoid,any,,M,18,15,16,10,12,15,-1,-1,-1,6,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,5,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,True,"[""Brute""]",,,,,,True,"[""Multiattack"",""Parry""]",False,True,"[""prone""]","B, P","[""strength""]",-1,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",spear,urban,"MLW,MW, RW, THW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1352,1352,Gadabout,0,0,3,11,11,2d8 + 2,U,plant,,,M,12,10,14,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,B,10,,-1,,-1,hover,60,,-1,True,"[""Unusual Nature""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]",S,,-1,0,,,,False,,"[""fire""]",,"[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified""]",,,,,MW,MCV1SC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
133,133,Bard,0,0,8,15,44,8d8 + 8,A,humanoid,,,M,11,14,12,10,13,14,-1,-1,3,-1,4,-1,-1,-1,-1,5,6,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,,30,,-1,,-1,,-1,,-1,False,,Cha,,CB,"[""charmed"",""invisible"",""unconscious""]","[""wisdom""]",True,"[""Multiattack""]",True,False,,"P,T","[""charisma"",""constitution""]",-1,0,,,,False,,,,,"[""any two languages""]",X,"shortbow, shortsword",urban,"AOE, MLW,MW, RNG, RW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2096,2096,Chain Devil,0,0,14,16,85,10d8 + 40,L E,fiend,devil,,M,18,15,18,11,12,14,5,-1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,SD,30,,-1,,-1,,-1,,-1,True,"[""Devil's Sight"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,True,"[""frightened"",""grappled"",""restrained""]","P,S","[""wisdom""]",-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",,,"MW, RCH",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
2562,2562,Cavelight Moss,0,0,10,15,95,10d10 + 40,U,plant,,,L,20,10,18,1,13,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,T,5,,-1,,15,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""restrained""]",B,"[""constitution""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""slashing"",""acid"",""cold"",""fire""]}]",,,"[""charmed"",""deafened"",""frightened"",""paralyzed"",""prone"",""stunned"",""unconscious""]",,,,underdark,"AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
1392,1392,Rothé,0,0,4,10,15,2d10 + 4,U,beast,,,L,18,10,14,2,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Charge""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,grassland,MW,VGM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
272,272,Goon Balloon,0,0,3,10,6,1d8 + 2,C E,aberration,,,M,10,11,14,11,14,4,-1,-1,4,4,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,D,20,,-1,,20,,-1,,-1,True,"[""Unusual Nature""]",,,,,,True,"[""Multiattack""]",True,False,"[""poisoned"",""prone""]","S,Y","[""constitution"",""wisdom""]",-1,0,,,,False,,"[""piercing""]",,,"[""Deep Speech""]",DS,,,"AOE, MW",MCV1SC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
2146,2146,Living Cloudkill,0,1,13,15,73,7d10 + 35,U,construct,,,L,10,15,20,3,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,25,,-1,,-1,,25,,-1,True,"[""Amorphous"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,I,"[""constitution""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""grappled"",""poisoned"",""prone""]",,,,,RCH,ERLW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2900,2900,Wererat,0,0,8,12,33,6d8 + 6,L E,humanoid,"Human, shapechanger",,M,10,15,12,11,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,D,30,,-1,,-1,,-1,,-1,True,"[""Keen Senses"",""Shapechanger""]",,,,,,True,"[""Multiattack""]",False,False,,P,"[""constitution""]",-1,0,,,,False,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't silvered""}]",,"[""Common (can't speak in rat form)""]","C,CS","hand crossbow, shortsword","forest, urban","CUR, MLW,MW, RNG, RW",MM,False,"[""Lycanthropes""]",,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
380,380,Blade Scout,0,1,13,18,105,14d8 + 42,L E,construct,warforged,,M,14,20,16,10,19,10,-1,-1,7,-1,8,-1,-1,-1,-1,7,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics""]",,,,,,True,"[""Multiattack""]",True,False,"[""prone""]","P,S","[""dexterity""]",-1,0,,,,False,"[""poison""]",,,"[""exhaustion"",""poisoned""]","[""Common""]",C,,,"MW, RW",VEoR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
