name,_copy/name,_copy/_mod/*/flags,_copy/_mod/_/mode,_copy/_mod/_/spells/7,_copy/_mod/action,_copy/_mod/action/items/entries,_copy/_mod/action/items/name,_copy/_mod/action/mode,_copy/_mod/action/replace,_copy/_mod/trait/items,_copy/_mod/trait/mode,_copy/_templates,_copy/source,_copy/_mod/action/names,_copy/_mod/resist/items,_copy/_mod/spellcasting/items/name,_copy/_mod/spellcasting/items/spells/1/slots,_copy/_mod/spellcasting/items/spells/1/spells,_copy/_mod/spellcasting/items/spells/2/slots,_copy/_mod/spellcasting/items/spells/2/spells,_copy/_mod/spellcasting/items/spells/3/slots,_copy/_mod/spellcasting/items/spells/3/spells,_copy/_mod/spellcasting/items/spells/4/slots,_copy/_mod/spellcasting/items/spells/4/spells,_copy/_mod/spellcasting/items/spells/5/slots,_copy/_mod/spellcasting/items/spells/5/spells,_copy/_mod/spellcasting/items/spells/6/slots,_copy/_mod/spellcasting/items/spells/6/spells,_copy/_mod/spellcasting/mode,_copy/_mod/resist/mode,_copy/_mod/trait/replace,_copy/_mod/*,_copy/_mod/trait/names,_copy/_mod/action/items,_copy/_mod/trait,level,type/sidekickTags,type/sidekickType,_copy/_mod/conditionImmune/items,_copy/_mod/conditionImmune/mode,_copy/_mod/_/spells/0/spells,_copy/_mod/_/spells/5/spells,_copy/_mod/spellcasting/items/footerEntries,_copy/_mod/spellcasting/items/headerEntries,_copy/_mod/_/spells/3,_copy/_mod/_/daily/1e,_copy/_mod/_/daily/3e,_copy/_mod/_/will,_copy/_mod/_/spells/4,_copy/_mod/_/spells/5,_copy/_mod/trait/items/type,_copy/_preserve/legendaryGroup,_copy/_preserve/hasFluff,_copy/_preserve/hasFluffImages,_copy/_preserve/page,_copy/_preserve/variant,_copy/_mod/spellcasting/items/ability,_copy/_mod/spellcasting/items/will,_copy/_preserve/environment,_copy/_mod/_/spells/2,_copy/_mod/spellcasting/items/spells/0/spells,_copy/_mod/reaction/items/entries,_copy/_mod/reaction/items/name,_copy/_mod/reaction/mode,_copy/_mod/trait/items/page,_copy/_mod/trait/items/source,_copy/_mod/variant,_copy/_mod/languages,_copy/_mod/languages/items,_copy/_mod/languages/mode,_copy/_mod/spellcasting,_copy/_mod/spellcasting/items,_copy,shortName,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reactionHeader,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,legendaryHeader,mythic,mythicHeader,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Halaster Blackcloak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,23,17,246,29d8 + 116,C E,humanoid,Human,,M,10,18,18,24,18,18,,14,11,,,,21,21,,11,,,,,,,,,,,,,,,,21,SD,30,,,,,,,,,,,"[{""entries"":[""Halaster wears a {@item robe of eyes} that lets him see in all directions, gives him darkvision out to a range of 120 feet, grants advantage on Wisdom ({@skill Perception}) checks that rely on sight, and allows him to see {@condition invisible} creatures and objects, as well as into the Ethereal Plane, out to a range of 120 feet."",""Halaster wields a {@item blast scepter|WDMM} (a very rare magic item that requires attunement). It can be used as an arcane focus. Whoever is attuned to the blast scepter gains resistance to fire and lightning damage and can, as an action, use it to cast {@spell thunderwave} as a 4th-level spell (save {@dc 16}) without expending a spell slot."",""Halaster also wears a horned ring (a very rare magic item that requires attunement), which allows an attuned wearer to ignore Undermountain's magical restrictions (see \""Alterations to Magic\"").""],""name"":""Special Equipment""},{""entries"":[""When he finishes a short rest, Halaster recovers all his spell slots of 5th level and lower.""],""name"":""Arcane Recovery (1/Day)""},{""entries"":[""If Halaster fails a saving throw, he can choose to succeed instead.""],""name"":""Legendary Resistance (3/Day)""},{""entries"":[""If Halaster dies in Undermountain, he revives after {@dice 1d10} days, with all his hit points and any missing body parts restored. His new body appears in a random safe location in Undermountain.""],""name"":""Rejuvenation""}]","[""Legendary Resistances"",""Rejuvenation""]","[{""ability"":""int"",""daily"":{""1"":[""{@spell fly}"",""{@spell lightning bolt}""]},""headerEntries"":[""Halaster is a 20th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 22}, {@hit 14} to hit with spell attacks). He can cast {@spell disguise self} and {@spell invisibility} at will. He can cast {@spell fly} and {@spell lightning bolt} once each without expending a spell slot, but can't do so again until he finishes a short or long rest. Halaster has the following wizard spells prepared:""],""hidden"":[""will"",""daily""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell dancing lights}"",""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}"",""{@spell silent image}""]},""2"":{""slots"":3,""spells"":[""{@spell arcane lock}"",""{@spell cloud of daggers}"",""{@spell darkvision}"",""{@spell knock}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell dispel magic}"",""{@spell fireball}""]},""4"":{""slots"":3,""spells"":[""{@spell confusion}"",""{@spell hallucinatory terrain}"",""{@spell polymorph}""]},""5"":{""slots"":3,""spells"":[""{@spell Bigby's hand}"",""{@spell geas}"",""{@spell wall of force}""]},""6"":{""slots"":2,""spells"":[""{@spell chain lightning}"",""{@spell globe of invulnerability}"",""{@spell programmed illusion}""]},""7"":{""slots"":2,""spells"":[""{@spell finger of death}"",""{@spell symbol}"",""{@spell teleport}""]},""8"":{""slots"":1,""spells"":[""{@spell maze}"",""{@spell mind blank}""]},""9"":{""slots"":1,""spells"":[""{@spell meteor swarm}"",""{@spell wish}""]}},""type"":""spellcasting"",""will"":[""{@spell disguise self}"",""{@spell invisibility}""]}]","B, F,L,N,O,S,Y",CW,"[""charmed"",""frightened"",""incapacitated"",""invisible"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""dexterity"",""intelligence"",""wisdom""]","[{""entries"":[""Halaster uses his blast scepter to cast {@spell thunderwave} as a 4th-level spell. Each creature in a 15-foot cube originating from him must make a {@dc 16} Constitution saving throw. On a failed save, a creature takes {@damage 5d8} thunder damage and is pushed 10 feet away. On a successful save, the creature takes half as much damage and isn't pushed""],""name"":""Blast Scepter""}]",,,,,,T,"[""constitution""]",,"[{""entries"":[""Halaster casts a spell of 3rd level or lower.""],""name"":""Cast Spell""},{""entries"":[""Halaster expends a spell slot of 4th level or lower and gains 5 temporary hit points per level of the slot.""],""name"":""Spell Ward (Costs 2 Actions)""}]",,,,,,,"[""fire"",{""note"":""(granted by the blast scepter, see \""Special Equipment\"" below)"",""resist"":[""lightning""]}]",,,,"[""Abyssal"",""Celestial"",""Common"",""Draconic"",""Dwarvish"",""Elvish"",""Infernal"",""Undercommon""]","AB,C,CE,D,DR,E,I,U",,,AOE,WDMM,FALSE,,,,,,,
Haint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,7,12,75,10d8 + 30,N,undead,,,M,7,15,17,10,13,17,,,,,,,,,,,,8,,,,,6,,,,,,,,,11,D,30,,,,,hover,30,,,,,"[{""entries"":[""The haint can move through other creatures and objects as if they were difficult terrain. It takes 5 ({@damage 1d10}) force damage if it ends its turn inside an object.""],""name"":""Incorporeal Movement""},{""entries"":[""The haint doesn't require air, food, drink, or sleep.""],""name"":""Unusual Nature""}]","[""Incorporeal Movement"",""Unusual Nature""]",,,,,,"[{""entries"":[""The haint makes two Sorrowful Touch attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk ms} {@hit 6} to hit, reach 5 ft., one creature. {@h}21 ({@damage 4d8 + 3}) psychic damage.""],""name"":""Sorrowful Touch""},{""entries"":[""The haint magically assumes the appearance of the Humanoid it was in life, while retaining its game statistics. The assumed appearance ends if the haint is reduced to 0 hit points or uses an action to end it.""],""name"":""Change Shape""}]","[""Multiattack"",""Shapechanger""]","[{""entries"":[""The haint targets one creature it can see within 60 feet of itself that is missing any hit points, sharing its own torment with this pained soul. The target must succeed on a {@dc 14} Wisdom saving throw or be {@condition incapacitated}."",""A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the haint's Shared Sorrow for the next 24 hours.""],""name"":""Shared Sorrow""}]",,,"[""incapacitated""]","O,Y","[""wisdom""]",,,,,,,,,"[""acid"",""fire"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""any languages it knew in life""]",LF,,,,JttRC,FALSE,,,,,,,
Hadrosaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-Jan,11,19,3d10 + 3,U,beast,,,L,15,10,13,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,40,,,,,,,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d10 + 2}) bludgeoning damage.""],""name"":""Tail""}]",,,,,,B,,,,,,,,,,,,,,,,,"grassland, swamp",MW,VGM,FALSE,"[""Dinosaurs""]",,,,,TRUE,
Hadrosaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,4-Jan,11,19,3d10 + 3,U,beast,dinosaur,,L,15,10,13,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,40,,,,,,,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d10 + 2}) bludgeoning damage.""],""name"":""Tail""}]",,,,,,B,,,,,,,,,,,,,,,,,"grassland, swamp",MW,MPMM,FALSE,,,,,,,
Hadozee Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Jan,16,16,3d8 + 3,A,humanoid,,,M,11,16,13,10,13,12,,,,3,5,,,,,3,,5,,,,,,,,,,,,5,,13,,30,,,,30,,,,,,,"[{""entries"":[""If it isn't {@condition incapacitated} or wearing heavy armor, the hadozee can extend its skin membranes to move up to 5 feet horizontally for every 1 foot it descends in the air.""],""name"":""Glide""}]",,,,,,,"[{""entries"":[""The hadozee makes two Shortsword attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""],""name"":""Shortsword""},{""entries"":[""{@atk rw} {@hit 5} to hit, range 80/320 ft., one target. {@h}12 ({@damage 2d8 + 3}) piercing damage.""],""name"":""Light Crossbow""}]","[""Multiattack""]",,,"[{""entries"":[""When it would take damage from a fall, the hadozee extends its skin membranes to reduce the fall's damage to 0, provided it isn't wearing heavy armor.""],""name"":""Safe Descent""},{""entries"":[""The hadozee halves the damage that it takes from an attack that hits it, provided it can see the attacker.""],""name"":""Uncanny Dodge""}]",,P,,,,,,,,,,,,,,"[""Common"",""Hadozee""]",C,"light crossbow, shortsword",,"MLW,MW, RNG, RW",BAM,FALSE,,,,,,,
Hadozee Shipmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-Jan,12,9,2d8,A,humanoid,,,M,11,14,11,10,14,12,,,,2,4,,,,,4,,,,,,,,,,,,,,6,,14,,30,,,,30,,,,,,,"[{""entries"":[""If it isn't {@condition incapacitated} or wearing heavy armor, the hadozee can extend its skin membranes to move up to 5 feet horizontally for every 1 foot it descends in the air.""],""name"":""Glide""}]",,,,,,,"[{""entries"":[""{@atk mw,rw} {@hit 4} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}4 ({@damage 1d4 + 2}) piercing damage.""],""name"":""Dagger""}]",,,,"[{""entries"":[""When it would take damage from a fall, the hadozee extends its skin membranes to reduce the fall's damage to 0, provided it isn't wearing heavy armor.""],""name"":""Safe Descent""}]",,P,,,,,,,,,,,,,,"[""Common"",""Hadozee""]",C,dagger,,"MLW,MW, RW, THW",BAM,FALSE,,,,,,,
Hadozee Explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,49,9d8 + 9,A,humanoid,,,M,11,17,13,13,17,14,,,5,3,,,,,,5,,5,,,,2,,,,,,,,5,,15,,30,,,,30,,,,,,,"[{""entries"":[""If it isn't {@condition incapacitated} or wearing heavy armor, the hadozee can extend its skin membranes to move up to 5 feet horizontally for every 1 foot it descends in the air.""],""name"":""Glide""}]",,,,,,,"[{""entries"":[""The hadozee makes two Shortsword attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""],""name"":""Shortsword""},{""entries"":[""{@atk rw} {@hit 5} to hit, range 40/120 ft., one target. {@h}16 ({@damage 2d12 + 3}) piercing damage.""],""name"":""Musket""}]","[""Multiattack""]","[{""entries"":[""The hadozee takes the Disengage or Hide action.""],""name"":""Nimble Escape""}]",,"[{""entries"":[""When it would take damage from a fall, the hadozee extends its skin membranes to reduce the fall's damage to 0, provided it isn't wearing heavy armor.""],""name"":""Safe Descent""}]",,P,,,,,,,,,,,,,,"[""Common"",""Hadozee""]",C,"musket, shortsword",,"MLW,MW, RW",BAM,FALSE,,,,,,,
Gypsosphinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,14,17,190,20d10 + 80,N E,monstrosity,,,L,20,14,18,18,18,18,,,,,,,9,9,,9,,,,,,,,,,,,9,,,,19,U,40,,,,,,70,,,,,"[{""entries"":[""The sphinx can pinpoint, by scent, the location of each creature below half its hp maximum within 60 feet of it, and it can sense the general direction of creatures that don't have all of their hp within 1 mile of it. In addition, the sphinx can foretell the age and manner of a creature's death by looking at it. This effect doesn't take into account possible circumstances that might change the outcome, such as the casting of powerful spells or the creature making a radical change in its life's path.""],""name"":""Death Sense""},{""entries"":[""The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom ({@skill Insight}) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.""],""name"":""Inscrutable""},{""entries"":[""The sphinx's weapon attacks are magical.""],""name"":""Magic Weapons""}]","[""Magic Weapons""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell major image}"",""{@spell greater invisibility}""],""3e"":[""{@spell blur}"",""{@spell dispel magic}"",""{@spell locate object}""]},""displayAs"":""action"",""headerEntries"":[""The sphinx casts one of the following spells, requiring no material components and using Intelligence as the spellcasting ability (spell save {@dc 17}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell comprehend languages}"",""{@spell detect magic}"",""{@spell mage hand}""]}]",,O,"[""invisible""]",,"[{""entries"":[""The sphinx makes one Beak attack and two Claw attacks. If both Claw attacks hit one creature, the target must succeed on a {@dc 18} Strength saving throw or take 14 ({@damage 4d6}) slashing damage and be knocked {@condition prone}.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}10 ({@damage 1d10 + 5}) piercing damage.""],""name"":""Beak""},{""entries"":[""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}19 ({@damage 4d6 + 5}) slashing damage.""],""name"":""Claw""},{""entries"":[""The gypsosphinx exhales rotting breath in a 30-foot cone. Each creature in the area must make a {@dc 18} Constitution saving throw. On a failure, a creature takes 21 ({@damage 6d6}) poison damage and 27 ({@damage 6d8}) necrotic damage and is {@condition poisoned} for 1 minute. On a success, a creature takes half the damage and isn't {@condition poisoned}. While {@condition poisoned} in this way, a creature has disadvantage on death saving throws. A {@condition poisoned} creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Carrion Breath {@recharge 5}""}]","[""Breath Weapon"",""Multiattack""]",,,,"[""poisoned"",""prone""]","I,N,P,S","[""constitution"",""strength""]",,"[{""entries"":[""The sphinx makes one Beak attack.""],""name"":""Beak Attack""},{""entries"":[""The sphinx uses Spellcasting.""],""name"":""Cast a Spell (Costs 2 Actions)""},{""entries"":[""The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.""],""name"":""Teleport (Costs 2 Actions)""}]",,,,,,,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""psychic""]","[""poisoned""]","[""Abyssal"",""Common"",""Darakhul"",""Sphinx""]","AB,C,OTH",,"desert, underdark, urban","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Gynosphinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,136,16d10 + 48,L N,monstrosity,,,L,18,15,16,18,18,18,,,,,,,12,12,,8,,,,,,,,,,,,8,,,,18,U,40,,,,,,60,,,,,"[{""entries"":[""The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom ({@skill Insight}) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.""],""name"":""Inscrutable""},{""entries"":[""The sphinx's weapon attacks are magical.""],""name"":""Magic Weapons""}]","[""Magic Weapons""]","[{""ability"":""int"",""headerEntries"":[""The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 16}, {@hit 8} to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell mage hand}"",""{@spell minor illusion}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell identify}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell darkness}"",""{@spell locate object}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell dispel magic}"",""{@spell remove curse}"",""{@spell tongues}""]},""4"":{""slots"":3,""spells"":[""{@spell banishment}"",""{@spell greater invisibility}""]},""5"":{""slots"":1,""spells"":[""{@spell legend lore}""]}},""type"":""spellcasting""}]",,CW,,"[""charisma"",""wisdom""]","[{""entries"":[""The sphinx makes two claw attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d8 + 4}) slashing damage.""],""name"":""Claw""}]","[""Multiattack""]",,,,,S,,,"[{""entries"":[""The sphinx makes one claw attack.""],""name"":""Claw Attack""},{""entries"":[""The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.""],""name"":""Teleport (Costs 2 Actions)""},{""entries"":[""The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.""],""name"":""Cast a Spell (Costs 3 Actions)""}]",N,"[""constitution""]",,,,,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""psychic""]","[""charmed"",""frightened""]","[""Common"",""Sphinx""]","C,OTH",,desert,MW,MM,FALSE,"[""Sphinxes""]",,,,,TRUE,
Guthash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,4-Jan,12,16,2d6,U,beast,,,M,7,15,11,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d4 + 2}) piercing damage. If the target is a creature, it must succeed on a {@dc 10} Constitution saving throw or contract a disease. Until the disease is cured, the target can't regain hit points except by magical means, and the target's hit point maximum decreases by 3 ({@dice 1d6}) every 24 hours. If the target's hit point maximum drops to 0 as a result of this disease, the target dies.""],""name"":""Bite""}]",,,,,,P,"[""constitution""]",,,,,,,,,,,,,,,,,"DIS, MW",TftYP,FALSE,,,,,,,
Gunvald Halraggson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,5,13,76,9d8 + 36,N,humanoid,Human,,M,20,8,18,9,10,16,,,,,,,,,,,,,,,,8,,6,,,,,,3,,10,,30,,,,,,,,,,,"[{""entries"":[""Gunvald can reroll a saving throw he fails. He must use the new roll.""],""name"":""Indomitable (3/Day)""},{""entries"":[""Gunvald deals an extra 6 ({@damage 1d12}) damage when he hits a target with a weapon attack. If the target is a creature, it must succeed on a {@dc 14} Wisdom saving throw or be {@condition frightened} until the start of Gunvald's next turn.""],""name"":""Menacing Blows (1/Turn)""},{""entries"":[""As a bonus action, Gunvald can regain 15 hit points.""],""name"":""Second Wind (Recharges after a Short or Long Rest)""}]",,,,,,,"[{""entries"":[""Gunvald makes three melee attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}9 ({@damage 1d8 + 5}) slashing damage, or 10 ({@damage 1d10 + 5}) slashing damage when used with two hands, plus 6 ({@damage 1d12}) slashing damage if Gunvald uses Menacing Blows.""],""name"":""Battleaxe""},{""entries"":[""{@atk mw,rw} {@hit 8} to hit, range 30/120 ft., one target. {@h}8 ({@damage 1d6 + 5}) piercing damage, plus 6 ({@damage 1d12}) piercing damage if Gunvald uses Menacing Blows.""],""name"":""Javelin""}]","[""Multiattack""]",,,,"[""frightened""]","P,S","[""wisdom""]",,,,,,,,,,,,,"[""Common""]",C,"battleaxe, javelin",,"MLW,MW, RW, THW",IDRotF,FALSE,,,,,,,
Gug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,12,17,230,20d12 + 100,N E,giant,,,H,24,10,21,10,8,14,6,,,9,4,11,,,,3,,4,,,,11,,,,,,,,,,13,SD,40,,,,,,,,,,,"[{""entries"":[""The gug is considered to be a Gargantuan giant for the purpose of determining its carrying capacity.""],""name"":""Towering Strength""}]",,,,,,,"[{""entries"":[""The gug makes two four Grasping Claw attacks, or it makes two Grasping Claw attacks and two Stomp attacks. It can replace one Grasping Claw attack with a use of Fling or Swallow.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 11} to hit, reach 10 ft., one target. {@h}18 ({@damage 2d10 + 7}) bludgeoning damage, and the target is {@condition grappled} (escape {@dc 17}) if it is a Large or smaller creature. The gug has four Grasping Claws, each of which can grapple only one target.""],""name"":""Grasping Claw""},{""entries"":[""{@atk mw} {@hit 11} to hit, reach 10 ft. {@h}20 ({@damage 2d12 + 7}) bludgeoning damage, and the target must succeed on a {@dc 17} Strength saving throw or be knocked {@condition prone}.""],""name"":""Stomp""},{""entries"":[""One Large or smaller object held or creature {@condition grappled} by the gug is thrown up to 60 feet in a random direction and knocked {@condition prone}. If a thrown target strikes a solid surface, the target takes 3 ({@damage 1d6}) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a {@dc 17} Dexterity saving throw or take the same damage and be knocked {@condition prone}.""],""name"":""Fling""},{""entries"":[""The gug makes one Grasping Claw attack against a Large or smaller creature it is grappling. If the attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is {@condition blinded} and {@condition restrained}, it has {@quickref Cover||3||total cover} against attacks and other effects outside the gug, and it takes 14 ({@damage 4d6}) acid damage at the start of each of the gug's turns. A gug can have only one creature swallowed at a time."",""If the gug takes 30 damage or more on a single turn from the swallowed creature, the gug must succeed on a {@dc 19} Constitution saving throw at the end of that turn or regurgitate the creature, which falls {@condition prone} in a space within 10 feet of the gug. If the gug dies, a swallowed creature is no longer {@condition restrained} by it and can escape from the corpse by using 10 feet of movement, exiting {@condition prone}.""],""name"":""Swallow""}]","[""Multiattack"",""Swallow""]",,,,"[""blinded"",""grappled"",""prone"",""restrained""]","A, ""B""]","[""constitution"",""dexterity"",""strength""]",,,,,,,,,,,"[""poison""]","[""exhaustion"",""paralyzed"",""poisoned""]","[""Deep Speech"",""Giant"",""Undercommon""]","DS,GI,U",,"planar, underdark","MW, RCH",ToB1-2023,FALSE,,,,,,,
Guardian Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,4,14,66,7d12 + 21,U,monstrosity,,,H,22,14,16,5,12,8,,,,,,,,,,5,,4,,,,,,,,,,,,,,15,,60,,,,,,,,,,,"[{""entries"":[""The wolf has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""],""name"":""Keen Hearing and Smell""},{""entries"":[""The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""],""name"":""Pack Tactics""}]","[""Keen Senses"",""Pack Tactics""]",,,,,,"[{""entries"":[""The wolf makes two attacks: one with its bite and one with its claws.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}11 ({@damage 1d10 + 6}) piercing damage. If the target is a creature, it must succeed on a {@dc 16} Strength saving throw or be knocked {@condition prone}.""],""name"":""Bite""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}15 ({@damage 2d8 + 6}) piercing damage.""],""name"":""Claws""}]","[""Multiattack""]",,,,"[""prone""]",P,"[""strength""]",,,,,,,,,,,,,"[""Common"",""Elvish""]",C E,,,MW,EGW,FALSE,,,,,,,
