name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Olara,TRUE,TRUE,1/2,13,16,3d8 + 3,N G,humanoid,,,M,11,14,12,11,13,11,,,,,,,,,,5,,6,,,,,,,,4,,,,5,,15,D,30,,,,,,,,30,,,TRUE,"[""Amphibious"",""Fey Ancestry"",""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,"[""cold""]",,,,"[""Any one language (usually Common)""]",C,"longbow, shortsword",,"MLW,MW, RNG, RW",CRCotN,FALSE,,,,,,,
Orc,,,1/2,13,15,2d8 + 6,C E,humanoid,orc,,M,16,12,16,7,11,10,,,,,,,,,,,,,,,,,,2,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Aggressive""]",,,,,,TRUE,,,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Common"",""Orc""]","C,O","greataxe, javelin","underdark, mountain, grassland, forest, swamp, hill, arctic","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Orc Nurtured One of Yurtrus,,,1/2,9,30,4d8 + 12,C E,humanoid,orc,,M,15,8,16,7,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Aggressive""]",,,,,,TRUE,,,FALSE,"[""poisoned""]","I,N,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Orc""]","C,O",,"underdark, mountain, grassland, forest, hill",MW,VGM,FALSE,,,,,,,
Pirate Bosun,FALSE,FALSE,1/2,12,27,5d8 + 5,A,humanoid,any,,M,16,11,13,11,10,13,,,,,,,,,,,,,,,,5,,3,,,,,,,,10,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,"[""grappled""]","B, P",,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X",light hammer,,"MLW,MW, RW, THW",GoS,FALSE,,,,,,,
Ravenfolk Scout,FALSE,,1/2,14,27,6d8,N,humanoid,ravenfolk,,M,10,14,10,10,15,12,,,4,,,,,,,6,,6,,,,,3,,,,,,,,,16,SD,30,,,,,,,,,,,TRUE,"[""Mimicry""]",,,,,,TRUE,,,FALSE,"[""blinded""]",P,"[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Feather Speech"",""Ravenfolk""]",C,"longbow, rapier","any, arctic","AOE, MLW,MW, RW",ToB1-2023,FALSE,,,,,,,
Redbrand Ruffian,FALSE,FALSE,1/2,14,16,3d8 + 3,N E,humanoid,Human,,M,11,14,12,9,9,11,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,shortsword,,"MLW,MW",LMoP,FALSE,,,,,,TRUE,
Redbrand Ruffian,FALSE,FALSE,1/2,11,16,3d8 + 3,N E,humanoid,,,M,14,10,12,9,9,11,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,shortsword,,"MLW,MW",PaBTSO,FALSE,,,,,,,
Rubblebelt Stalker,FALSE,,1/2,14,11,2d8 + 2,C N,humanoid,any,,M,10,15,12,10,14,8,,,,,,,,,,4,,4,,,,2,,,,,,,,,,14,,30,,,,30,,,,,,,TRUE,"[""Ambusher"",""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X",shortsword,,MLW,GGR,FALSE,,,,,,,
Sacred Stone Monk,FALSE,FALSE,1/2,14,22,4d8 + 4,L E,humanoid,Human,,M,13,15,12,10,14,9,,,,,,,,,,4,,,,4,,3,,,,,,,,,,14,T,40,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack"",""Parry""]",,TRUE,,B,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,,,MW,PotA,FALSE,,,,,,,
Sage,FALSE,FALSE,1/2,10,22,5d8,,humanoid,any,,M,8,10,10,18,15,11,,,,,,,8,8,4,,,,8,,,,,,6,8,,8,,,,12,,30,,,,,,,,,,,FALSE,,"[{""ability"":""int"",""daily"":{""1e"":[""{@spell dispel magic}"",""{@spell levitate}"",""{@spell locate object}"",""{@spell see invisibility}"",""{@spell sending}"",""{@spell tongues}"",""{@spell unseen servant}""],""3e"":[""{@spell comprehend languages}"",""{@spell detect magic}"",""{@spell identify}"",{""entry"":""{@spell shield}"",""hidden"":true}]},""displayAs"":""action"",""headerEntries"":[""The sage casts one of the following spells, using Intelligence as the spellcasting ability (save {@dc 14}, {@hit 6} to hit with spell attacks):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell light}"",""{@spell mage hand}"",""{@spell mending}"",{""entry"":""{@spell shocking grasp}"",""hidden"":true}]}]",L,O,,"[""constitution"",""dexterity""]",TRUE,,,TRUE,,L,,,FALSE,,,,FALSE,,,,,"[""Common plus any four languages""]","C,X",,,,CM,FALSE,,,,,,,
Sahuagin,,,1/2,12,22,4d8 + 4,L E,humanoid,sahuagin,,M,13,11,12,12,13,9,,,,,,,,,,5,,,,,,,,,,,,,,,,15,SD,30,,,,,,,,40,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,sahuagin,OTH,spear,"underwater, coastal","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Scorchbringer Guard,FALSE,,1/2,16,11,2d8 + 2,C N,humanoid,any,,M,13,14,12,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,"B, F","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X",light hammer,,"AOE, MLW,MW, RW, THW",GGR,FALSE,,,,,,,
Scorpion Cultist,FALSE,,1/2,13,26,4d8 + 8,N,humanoid,any,,M,11,17,15,10,13,10,,,,,,,,,,3,,5,,,3,,2,,,,,,,,,14,,30,,,,,,,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,,,FALSE,,"B, I,S",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Common""]",C,"scimitar, sling","desert, urban","MLW,MW, RW",ToB1-2023,FALSE,,,,,,,
Scout,,,1/2,13,16,3d8 + 3,A,humanoid,any,,M,11,14,12,11,13,11,,,,,,,,,,5,,6,,,,,,,,4,,,,5,,15,,30,,,,,,,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","longbow, shortsword","coastal, mountain, grassland, hill, arctic, forest, swamp, underdark, desert","MLW,MW, RNG, RW",MM,FALSE,,,,,,TRUE,
Sea Elf Scout,FALSE,FALSE,1/2,13,16,3d8 + 3,A,humanoid,Elf,,M,11,14,12,11,13,11,,,,,,,,,,5,,6,,,,,,,,4,,,,5,,15,D,30,,,,,,,,30,,,TRUE,"[""Fey Ancestry"",""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Any one language (usually Common)""]",C,"longbow, shortsword",,"MLW,MW, RNG, RW",DSotDQ,FALSE,,,,,,,
Sharwyn Hucrele,TRUE,TRUE,1/2,16,13,2d8 + 4,N E,humanoid,Human,,M,11,13,14,16,14,9,,,,,,,5,,4,,,,,,,,,,,,1,,,,,12,,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""Sharwyn is a 1st-level spellcaster. Her spellcasting ability is Intelligence (spell save {@dc 13}, {@hit 5} to hit with spell attacks). She has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell light}"",""{@spell prestidigitation}"",""{@spell ray of frost}""]},""1"":{""slots"":2,""spells"":[""{@spell color spray}"",""{@spell magic missile}"",""{@spell shield}"",""{@spell sleep}""]}},""type"":""spellcasting""}]","C,O",CW,,"[""dexterity""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Goblin""]","C,DR,GO",dagger,,"MLW,MW",TftYP,FALSE,,,,,,,
Shifter,FALSE,FALSE,1/2,14,19,3d8 + 6,A,humanoid,shifter,,M,12,16,14,11,15,10,,,,,,,,,4,4,,,,5,,,,,,2,,,,,,14,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,shortsword,,"MLW,MW",ERLW,FALSE,,,,,,,
Sir Braford,TRUE,TRUE,1/2,18,19,3d8 + 6,N E,humanoid,Human,,M,16,9,14,10,13,14,,,,,,,,,,3,,,,,,5,,,,,,,,,,13,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,S,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,longsword,,"MLW,MW",TftYP,FALSE,,,,,,,
Skulk,FALSE,,1/2,14,18,4d8,C N,humanoid,,,M,6,19,10,10,7,1,,,,2,,,,,,,,8,,,,,,,,,,,,,,8,SD,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,"[""invisible""]","N,S",,,FALSE,,,,FALSE,,,"[""radiant""]","[""blinded""]","[""understands Common but can't speak""]","C,CS",,"coastal, forest, swamp, underdark, urban",MW,MTF,FALSE,,,,,,TRUE,
Soldier,FALSE,,1/2,18,16,3d8 + 3,A,humanoid,any,,M,13,12,12,10,11,11,,,,,,,,,,2,,,,,,3,,,,,,,,,,12,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X",longsword,,"MLW,MW",GGR,FALSE,,,,,,,
Spellix Romwod,TRUE,TRUE,1/2,14,33,6d6 + 12,C N,humanoid,gnome,,S,6,15,14,15,9,16,,,,,,,4,4,,,,,,,,,5,,,,,,,,,9,D,25,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell chromatic orb}"",""{@spell crown of madness}"",""{@spell shield}""],""3"":[""{@spell silent image}""]},""footerEntries"":[""*See \""Actions\"" below.""],""headerEntries"":[""Spellix's spellcasting ability is Charisma (spell save {@dc 13}, {@hit 5} to hit with spell attacks). He can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell fire bolt}*"",""{@spell mage hand}"",""{@spell shocking grasp}*""]}]","A, C,F,I,L,T",I,"[""charmed""]","[""wisdom""]",TRUE,,,FALSE,,"F,L",,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Elvish"",""Gnomish"",""Goblin""]","C,DR,E,G,GO",,,,IDRotF,FALSE,,,,,,,
Thavius Kreeg,TRUE,TRUE,1/2,10,40,9d8,L E,humanoid,Human,,M,12,10,11,15,18,16,,,,,,,,,,,,,,,,,5,,6,,5,4,,,,14,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Common"",""Infernal""]","AB,C,I",mace,,"MLW,MW",BGDIA,FALSE,,,,,,,
Thug,,,1/2,11,32,5d8 + 10,L NX C NY E,humanoid,any,,M,15,11,14,10,10,11,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","heavy crossbow, mace",urban,"MLW,MW, RNG, RW",MM,FALSE,,,,,,TRUE,
Tosculi Drone,FALSE,,1/2,13,22,4d6 + 8,L E,humanoid,tosculi,,S,8,16,14,8,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,20,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,S,,,FALSE,,,,FALSE,,,,,tosculi,,,"desert, underdark",MW,ToB1-2023,FALSE,,,,,,,
Tower Hand,FALSE,FALSE,1/2,14,22,4d8 + 4,A,humanoid,,,M,10,14,12,12,14,9,,,,,,,,,4,,,,,,,,,,,,,,,,,12,,40,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,TRUE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common""]",C,dart,,"MW, RW",QftIS,FALSE,,,,,,,
Yagra Stonefist,TRUE,TRUE,1/2,11,32,5d8 + 10,N,humanoid,half-orc,,M,15,11,14,10,10,11,,,,,,,,,,,,,,,,,,2,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Orc""]","C,O","heavy crossbow, mace",,"MLW,MW, RNG, RW",WDH,FALSE,,,,,,,
Yinra Emberwind,TRUE,TRUE,1/2,15,16,3d8 + 3,N G,humanoid,Elf,,M,11,16,12,14,13,11,,,,,,,,,,3,,5,4,,,,,,,,,,,,,13,D,30,,,,,,,,,,,TRUE,"[""Fey Ancestry"",""Keen Senses""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,"longbow, shortsword",,"MLW,MW, RNG, RW",EGW,FALSE,,,,,,,
Yorn,TRUE,TRUE,1/2,11,32,5d8 + 10,L E,humanoid,half-orc,,M,15,11,14,10,10,11,,,,,,,,,,,,,,,,,,2,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Orc""]","C,O","heavy crossbow, mace",,"MLW,MW, RNG, RW",WDH,FALSE,,,,,,,
Zhentarim Thug,FALSE,FALSE,1/2,11,32,5d8 + 10,N,humanoid,Human,,M,15,11,14,10,10,11,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common""]",C,"heavy crossbow, mace",,"MLW,MW, RNG, RW",OotA,FALSE,,,,,,,
Alseid,FALSE,,1/2,14,33,6d8 + 6,C N,monstrosity,,,M,13,17,12,8,16,8,,,,,,,,,,5,,5,,,,,,,,3,,,,5,,15,D,40,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S","shortbow, spear",forest,"MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Amphisbaena,FALSE,FALSE,1/2,14,11,2d8 + 2,U,monstrosity,,,M,14,18,12,3,10,3,,,,,,,,,,2,,,,,,,,,,,,,,,,12,B,30,,,,,,,,30,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,,MW,GoS,FALSE,,,,,,,
Baaz Draconian,FALSE,FALSE,1/2,14,22,4d8 + 4,L E,monstrosity,,,M,13,11,13,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,30,,,,,,,,,,,TRUE,"[""Death Burst""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""petrified"",""restrained""]",P,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic""]","C,DR",shortsword,,"AOE, MLW,MW",DSotDQ,FALSE,,,,,,,
Chitine,,,1/2,14,18,4d6 + 4,C E,monstrosity,,,S,10,14,12,10,10,7,,,,,,,,,,,,4,,,,4,,,,,,,,,,10,D,30,,,,30,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity"",""Web Sense"",""Web Walker""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Undercommon""]",U,dagger,underdark,"MLW,MW, RW, THW",VGM,FALSE,,,,,,TRUE,
Chitine,FALSE,,1/2,14,18,4d6 + 4,C E,monstrosity,,,S,10,14,12,10,10,7,,,,,,,,,,,,4,,,,4,,,,,,,,,,10,D,30,,,,30,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity"",""Web Sense"",""Web Walker""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Undercommon""]",U,dagger,underdark,"MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Cockatrice,,,1/2,11,27,6d6 + 6,U,monstrosity,,,S,6,12,12,2,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,20,,,,,,40,,,,,FALSE,,,,,,,TRUE,,,FALSE,"[""petrified"",""restrained""]",P,"[""constitution""]",,FALSE,,,,FALSE,,,,,,,,grassland,MW,MM,FALSE,,,,,,TRUE,
Creeper,,,1/2,12,19,3d8 + 6,N E,monstrosity,,,M,10,11,14,6,8,3,,,,,,,,,,3,,4,,,,,,,,,,,,,,13,D,30,,,,,,,,,,,TRUE,,,,,,,FALSE,,,FALSE,,L,"[""dexterity""]",,FALSE,,,,FALSE,,,"[""lightning""]","[""exhaustion""]",,,,,AOE,MCV3MC,FALSE,,,,,,,
Darkmantle,,,1/2,11,22,5d6 + 5,U,monstrosity,,,S,16,12,13,2,10,5,,,,,,,,,,,,3,,,,,,,,,,,,,,10,B,10,,,,,,30,,,,,TRUE,"[""False Appearance""]",,,,,,TRUE,,,FALSE,"[""blinded""]",B,,,FALSE,,,,FALSE,,,,,,,,underdark,"AOE, MW",MM,FALSE,,,,,,TRUE,
Draconian Foot Soldier,,,1/2,14,22,4d8 + 4,A,monstrosity,,,M,13,11,13,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,30,,,,,,,,,,,TRUE,"[""Death Burst""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""petrified"",""restrained""]",P,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic""]","C,DR",shortsword,,"AOE, MLW,MW",FTD,FALSE,,,,,,,
Gnoll Hunter,FALSE,,1/2,13,22,4d8 + 4,C E,monstrosity,,,M,14,14,12,8,12,8,,,,,,,,,,3,,4,,,,,,,,,,,,,,13,D,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""After the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll moves up to half its speed and makes a Bite attack.""],""name"":""Rampage""}]",FALSE,,P,,,FALSE,,,,FALSE,,,,,gnoll,OTH,"longbow, spear","arctic, forest, grassland, hill","MLW,MW, RNG, RW, THW",MPMM,FALSE,,,,,,,
Hippocamp,FALSE,,1/2,13,22,4d10,C G,monstrosity,,,L,14,15,11,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,20,,,,,,,,50,,,TRUE,"[""Amphibious"",""Charge""]",,,,,,TRUE,,,FALSE,"[""prone""]",B,"[""strength""]",,FALSE,,,,FALSE,"[""cold""]",,,,,,,,MW,MOT,FALSE,,,,,,,
Piercer,,,1/2,15,22,3d8 + 9,U,monstrosity,,,M,10,13,16,1,7,3,,,,,,,,,,,,5,,,,,,,,,,,,,,8,"B, D",5,,,,5,,,,,,,TRUE,"[""False Appearance"",""Spider Climb""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,underdark,MW,MM,FALSE,,,,,,TRUE,
Rust Monster,,,1/2,14,27,5d8 + 5,U,monstrosity,,,M,13,12,13,2,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,40,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,"[""dexterity""]",,FALSE,,,,FALSE,,,,,,,,underdark,"AOE, MW",MM,FALSE,,,,,,TRUE,
Skulk,FALSE,,1/2,14,18,4d8,C N,monstrosity,,,M,6,19,10,10,7,1,,,,2,,,,,,,,8,,,,,,,,,,,,,,8,SD,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,"[""invisible""]","N,S",,,FALSE,,,,FALSE,,,,"[""blinded""]","[""understands Common but can't speak""]","C,CS",,"coastal, forest, swamp, underdark, urban",MW,MPMM,FALSE,,,,,,,
Ssurran Poisoner,,,1/2,16,22,4d8 + 4,A,monstrosity,lizardfolk,,M,13,12,13,12,12,7,,,,,,,,,,3,,3,,,,,,,,,,,,3,,13,,30,,,,,,,,30,,,TRUE,"[""Hold Breath""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"I,P,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Draconic""]",DR,javelin,,"AOE, MLW,MW, RW, THW",BAM,FALSE,,,,,,,
Worg,,,1/2,13,26,4d10 + 4,N E,monstrosity,,,L,16,13,13,7,11,8,,,,,,,,,,4,,,,,,,,,,,,,,,,14,D,50,,,,,,,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,,,FALSE,"[""prone""]",P,"[""strength""]",,FALSE,,,,FALSE,,,,,"[""Goblin"",""Worg""]","GO,OTH",,"grassland, forest, hill",MW,MM,FALSE,,,,,,TRUE,
Zorbo,FALSE,FALSE,1/2,10,27,6d6 + 6,U,monstrosity,,,S,13,11,13,3,12,7,,,,,,,,,,,,,,,,3,,,,,,,,,,11,,30,,,,30,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,,,FALSE,,S,"[""dexterity""]",,FALSE,,,,FALSE,,,,,,,,,MW,ToA,FALSE,,,,,,,
Gray Ooze,,,1/2,8,22,3d8 + 9,U,ooze,,,M,12,6,16,1,6,2,,,,,,,,,,,,2,,,,,,,,,,,,,,8,B,10,,,,10,,,,,,,TRUE,"[""Amorphous"",""False Appearance""]",,,,,,TRUE,,,FALSE,,"A, B, Y","[""intelligence""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire""]",,,"[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""prone""]",,,,underdark,MW,MM,FALSE,,,,,TRUE,TRUE,
Ooze-Folk,FALSE,FALSE,1/2,10,19,2d8 + 10,U,ooze,,,M,14,3,20,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,B,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"A, S",,,FALSE,,,,FALSE,,,,"[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""prone""]",,,,,"MLW,MW",LLK,FALSE,,,,,,,
Amidor the Dandelion,TRUE,TRUE,1/2,12,28,8d6,N G,plant,,,S,6,15,10,13,12,17,,,3,2,4,0,,,,3,,4,,,,,,,,,5,,,,,13,,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Parry""]",,TRUE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Sylvan""]","C,S",rapier,,"MLW,MW, RNG, RW",WBtW,FALSE,,,,,,,
Duergar Spore Servant,FALSE,FALSE,1/2,16,26,4d8 + 8,U,plant,,,M,14,11,14,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,B,15,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,"[""poison""]",,,"[""blinded"",""charmed"",""frightened"",""paralyzed""]",,,war pick,,"MLW,MW",OotA,FALSE,,,,,,,
Gas Spore,,,1/2,5,1,1d10 - 4,U,plant,,,L,5,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,B,0,,,,,hover,10,,,,,TRUE,"[""Death Burst""]",,,,,,TRUE,,,FALSE,"[""poisoned""]",I,"[""constitution""]",,FALSE,,,,FALSE,,,"[""poison""]","[""blinded"",""deafened"",""frightened"",""paralyzed"",""poisoned"",""prone""]",,,,underdark,"DIS, MW",MM,FALSE,,,,,,TRUE,
Morphoi,FALSE,,1/2,13,33,6d8 + 6,C E,plant,shapechanger,,M,14,16,13,14,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,30,,,TRUE,"[""Amphibious""]",,,,,,TRUE,shapechanger,"[{""entries"":[""The morphoi transforms into a Medium Humanoid or back into its true form, which is a Plant. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form when it dies.""],""name"":""Change Shape""}]",FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Common""]",C,"shortbow, trident","coastal, underwater","MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Myconid Adult,,,1/2,12,22,4d8 + 4,L N,plant,,,M,10,10,12,10,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,20,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,"[""exhaustion"",""poisoned"",""stunned""]","A, B, I","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,,,,,underdark,"AOE, DIS, MW",MM,FALSE,,,,,TRUE,TRUE,
Needle Spawn,FALSE,,1/2,13,16,3d8 + 3,C E,plant,,,M,13,17,12,6,13,6,,,,,,,,,,,,5,,,,,,,,,,,,,,11,B,30,,,,20,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,"[""blinded"",""deafened"",""exhaustion""]","[""Sylvan""]",S,,,"MW, RW",MFF,FALSE,,,,,,,
Podling,FALSE,,1/2,10,26,4d8 + 8,,plant,,,M,15,11,14,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,10,B,20,,,,,,,,,,,TRUE,"[""Unusual Nature""]",,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,"[""charmed"",""frightened""]","[""Deep Speech"",""the languages the creature knew in life""]","DS,LF",,,MW,VRGR,FALSE,,,,,,,
Thorn Slinger,FALSE,FALSE,1/2,11,32,5d10 + 5,U,plant,,,L,13,12,12,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,B,10,,,,,,,,,,,TRUE,"[""False Appearance""]",,,,,,TRUE,,,FALSE,"[""grappled""]","A, P",,,FALSE,,,,FALSE,,,,"[""blinded"",""deafened"",""frightened""]",,,,,"MW, RW",TftYP,FALSE,,,,,,,
Tri-flower Frond,FALSE,FALSE,1/2,10,11,2d8 + 2,U,plant,,,M,14,15,12,9,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,B,5,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""grappled"",""poisoned"",""unconscious""]","A, I,P","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,"[""blinded"",""deafened"",""exhaustion"",""prone""]",,,,,MW,ToA,FALSE,,,,,,,
